TITLE,PRICE,LINK
Square Cut CZ Gem Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/912888/small/square-cut-cz-gem-ring-dcjai23055-ms-20190926-4385-16skijt.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/912888/small/square-cut-cz-gem-ring-dcjai23055-ms-20190926-4385-16skijt.jpg"" id=""listing-prd-img1060634620"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Square Cut CZ Gem Ring""></picture>"
Indigo Affair Enameled Statement Ring,₹239,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/911493/small/indigo-affair-enameled-statement-ring-vmjai41916-ms-20190925-24312-ryxhb1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/911493/small/indigo-affair-enameled-statement-ring-vmjai41916-ms-20190925-24312-ryxhb1.jpg"" id=""listing-prd-img1060634453"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Indigo Affair Enameled Statement Ring""></picture>"
Casual Pair of Brass Rings,₹339,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/923806/small/casual-pair-of-brass-rings-dcjai23090-ms-20191105-6899-fib13.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/923806/small/casual-pair-of-brass-rings-dcjai23090-ms-20191105-6899-fib13.jpg"" id=""listing-prd-img1060626226"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Casual Pair of Brass Rings""></picture>"
Women's Ethnic Finger Ring,₹429,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/808108/small/women-s-ethnic-finger-ring-mpbom20911-ms-20190511-6988-16u045p.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/808108/small/women-s-ethnic-finger-ring-mpbom20911-ms-20190511-6988-16u045p.jpg"" id=""listing-prd-img1060622440"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's Ethnic Finger Ring""></picture>"
Troika Tri Color Flower Ring,₹839,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/956910/small/troika-tri-color-flower-ring-dcjai22783-ms-20200109-9931-b3b7jc.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/956910/small/troika-tri-color-flower-ring-dcjai22783-ms-20200109-9931-b3b7jc.jpg"" id=""listing-prd-img1060622052"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Troika Tri Color Flower Ring""></picture>"
CZ Flower Motif Brass Ring,₹259,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/793089/small/cz-flower-motif-brass-ring-dcjai22434-ms-20190326-11452-3wzphb.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/793089/small/cz-flower-motif-brass-ring-dcjai22434-ms-20190326-11452-3wzphb.jpg"" id=""listing-prd-img1060619120"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Flower Motif Brass Ring""></picture>"
CZ Round Cut Gem Floral Ring,₹299,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/770509/small/cz-round-cut-gem-floral-ring-dcjai22428-ms-20181226-9160-1y3kehv.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/770509/small/cz-round-cut-gem-floral-ring-dcjai22428-ms-20181226-9160-1y3kehv.jpg"" id=""listing-prd-img1060619114"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Round Cut Gem Floral Ring""></picture>"
CZ Square Cut Gem Ring,₹369,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/792363/small/cz-square-cut-gem-ring-1-dcjai22416-ms-20190319-103670-11f00py.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/792363/small/cz-square-cut-gem-ring-1-dcjai22416-ms-20190319-103670-11f00py.jpg"" id=""listing-prd-img1060619102"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Square Cut Gem Ring""></picture>"
Moksha Adjustable Inscribed Ring,₹219,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/782686/small/moksha-adjustable-inscribed-ring-vmjai40523-ms-20190202-4915-jbzax0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/782686/small/moksha-adjustable-inscribed-ring-vmjai40523-ms-20190202-4915-jbzax0.jpg"" id=""listing-prd-img1060618037"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Moksha Adjustable Inscribed Ring""></picture>"
Kesar Floral Adjustable Ring,₹199,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/765611/small/kesar-floral-adjustable-ring-vmjai40437-ms-20181204-25402-3xnluw.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/765611/small/kesar-floral-adjustable-ring-vmjai40437-ms-20181204-25402-3xnluw.jpg"" id=""listing-prd-img1060617694"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kesar Floral Adjustable Ring""></picture>"
Yellow Gold Plated 9 to 5 Brass Ring,₹269,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/746338/small/yellow-gold-plated-9-to-5-brass-ring-dcjai21486-ms-20180912-4545-36z4mg.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/746338/small/yellow-gold-plated-9-to-5-brass-ring-dcjai21486-ms-20180912-4545-36z4mg.jpg"" id=""listing-prd-img1060613805"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Yellow Gold Plated 9 to 5 Brass Ring""></picture>"
Princess Cut CZ Gemstone Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004503/small/princess-cut-cz-gemstone-ring-1-dcjai23677-ms-20201223-5520-1qcyg1x.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004503/small/princess-cut-cz-gemstone-ring-1-dcjai23677-ms-20201223-5520-1qcyg1x.jpg"" id=""listing-prd-img1060644783"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Princess Cut CZ Gemstone Ring""></picture>"
Women's Cutwork Pattern Ring,"₹1,069","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989025/small/women-s-cutwork-pattern-ring-dcjai23662-ms-20200614-3974-n2jubg.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989025/small/women-s-cutwork-pattern-ring-dcjai23662-ms-20200614-3974-n2jubg.jpg"" id=""listing-prd-img1060644777"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's Cutwork Pattern Ring""></picture>"
Cutwork Design Women's Ring,"₹1,069","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989219/small/cutwork-design-women-s-ring-dcjai23661-ms-20200614-3558-jpswtd.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989219/small/cutwork-design-women-s-ring-dcjai23661-ms-20200614-3558-jpswtd.jpg"" id=""listing-prd-img1060644776"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cutwork Design Women's Ring""></picture>"
Red and White CZ Gems Ring,"₹1,069","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989021/small/red-and-white-cz-gems-ring-dcjai23660-ms-20200614-3974-1t2z8tb.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989021/small/red-and-white-cz-gems-ring-dcjai23660-ms-20200614-3974-1t2z8tb.jpg"" id=""listing-prd-img1060644775"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Red and White CZ Gems Ring""></picture>"
Teardrop Cut Zircon Adorned Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989017/small/teardrop-cut-zircon-adorned-ring-dcjai23658-ms-20200614-3974-10ilyy1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989017/small/teardrop-cut-zircon-adorned-ring-dcjai23658-ms-20200614-3974-10ilyy1.jpg"" id=""listing-prd-img1060644774"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Teardrop Cut Zircon Adorned Ring""></picture>"
Cluster Setting Zircon Gems Adorned Ring,₹839,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004487/small/cluster-setting-zircon-gems-adorned-ring-dcjai23656-ms-20201223-8075-1jkx4ed.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004487/small/cluster-setting-zircon-gems-adorned-ring-dcjai23656-ms-20201223-8075-1jkx4ed.jpg"" id=""listing-prd-img1060644773"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting Zircon Gems Adorned Ring""></picture>"
Rose Gold Plated Designer Inspired Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004485/small/rose-gold-plated-designer-inspired-ring-1-dcjai23653-ms-20201223-5520-trkby8.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004485/small/rose-gold-plated-designer-inspired-ring-1-dcjai23653-ms-20201223-5520-trkby8.jpg"" id=""listing-prd-img1060644771"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rose Gold Plated Designer Inspired Ring""></picture>"
Designer Inspired Brass Finger Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989009/small/designer-inspired-brass-finger-ring-dcjai23652-ms-20200614-3974-324n7v.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989009/small/designer-inspired-brass-finger-ring-dcjai23652-ms-20200614-3974-324n7v.jpg"" id=""listing-prd-img1060644770"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Designer Inspired Brass Finger Ring""></picture>"
Cutwork Design CZ Gems Adorned Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979543/small/cutwork-design-cz-gems-adorned-ring-dcjai23648-ms-20200303-32566-bnfpam.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979543/small/cutwork-design-cz-gems-adorned-ring-dcjai23648-ms-20200303-32566-bnfpam.jpg"" id=""listing-prd-img1060644625"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cutwork Design CZ Gems Adorned Ring""></picture>"
Princess Cut CZ Gem Adorned Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004677/small/princess-cut-cz-gem-adorned-ring-dcjai23721-ms-20201223-5520-1h7e72k.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004677/small/princess-cut-cz-gem-adorned-ring-dcjai23721-ms-20201223-5520-1h7e72k.jpg"" id=""listing-prd-img1060644617"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Princess Cut CZ Gem Adorned Ring""></picture>"
Udaipur Kundan Adorned Statement Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/973735/small/faux-kundan-gems-adorned-statement-ring-vmjai41589-ms-20200205-19836-9wdkuy.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/973735/small/faux-kundan-gems-adorned-statement-ring-vmjai41589-ms-20200205-19836-9wdkuy.jpg"" id=""listing-prd-img1060643954"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Udaipur Kundan Adorned Statement Ring""></picture>"
